spbm,spmc,ppbm,lbbm,jxs,xxs,wsjj,hsjj,sj
22108ac6,M.FSUBOMIE,965,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3c561467,LA  FEEA,1002,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2927432f,BOSS sunueF C,926,80702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
43a22479,凯F食品A,771,31001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4ad5307f,素然C价,1066,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d0cbba84,素然E价,1066,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
affd5de7,恒源祥内衣B,354,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
fe68fe81,恒源祥内衣C,354,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
052c71db,G.男裤 EC3CE00D,418,50101,1.17,1.17,742.7350 ,869.0000 ,1930.0000 
eadf96b2,恒源祥内衣D,354,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
7ad73cfd,SALUFEB.5,948,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c43a38e4,ZIOZIAF,736,81001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
00dcfe2b,恒源祥内衣E,354,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
782dac9e,艾思黛梦A,644,30902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f4e793df,集雅廊Sergio Borchi座钟 A443L-0D,756,90901,1.17,1.17,312.8205 ,366.0000 ,1100.0000 
6ac37321,同仁堂B.5,849,90502,1.13,1.13,0.0000 ,0.0000 ,0.0000 
3490c44f,G.男裤 EC3CE213,418,50101,1.17,1.17,1111.9658 ,1301.0000 ,2890.0000 
6a68d54d,恒源祥内衣F,354,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
676ba5bc,朗姿D,488,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e202f39d,玛克世家服装系列E,129,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
684571eb,G.钱夹 E0D1040D,418,50101,1.17,1.17,476.9231 ,558.0000 ,1240.0000 
f9343154,诗篇正价,892,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
dd586374,马克爱萨尼D,527,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e8e4a6e8,玛克世家服装系列F,129,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
37e6c9f4,ABSORBA服装系列员购,629,30701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
776f7239,玛丝菲尔淑女装系列正价,334,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c39b9c81,马克爱萨尼E,527,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
05284da4,诗篇员购,892,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
32a3a8f1,内野正价系列,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e0416c3a,马克爱萨尼F,527,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4e7687d1,CARA B,934,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ef8b2e4e,LUKA FOWN服装系列E,211,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a35ad3d8,Emporio Armni B.5,1069,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c2f73369,Emporio Armni C,1069,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
41d479e3,CARA F,934,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
43b73f64,Emporio Armni F,1069,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
033d6239,内野系列A,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
66159e8d,IFLB.5,516,70403,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8d7e1b1d,马克爱萨尼受卡A,527,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c803a0a9,内野系列B,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ae3e829c,希菲尔皮革F卖,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ea567f2e,内野系列C,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
106153db,IFLF,516,70403,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5600facc,玛丝菲尔淑女装系列B,334,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ae98f96c,小笑牛服装系列E,292,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9e65f242,内野系列D,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0cf493a0,马克爱萨尼受卡B.5,527,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3d6ea63f,永丰源 C,902,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7e2d04ed,周大福K金铂金系列正价,343,40204,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f5cd8822,playboy服装系列B,210,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
26fec428,婴儿世界系列F,243,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
58359672,内野系列F,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
653f2376,马克爱萨尼受卡员购,527,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e98ff3df,婴儿世界系列C,243,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bc8debe7,雅芳化妆品系列,37,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
571c5a3d,婴儿世界系列A,243,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c5e6c323,内野系列员购,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f7e7afbf,玛克世家服装系列员购,129,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8b26fc8b,玛丝菲尔淑女装系列C,334,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cc37e9ed,爵士船王服饰系列D,240,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
fd7ef5dc,宝縵床用,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
3b5b4255,玛丝菲尔淑女装系列E,334,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8e5455b1,CKU E,861,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4a0a36d0,哥比兔系列B,244,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
49e1a5b4,宝縵床用A,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
79a28e95,CKU C,861,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2e99d3a2,花王尿裤员购,339,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
855745b0,PAFAIZIA  PEPEA,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
649b329b,诺亚舟耳机配件C,163,31001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7d978822,花王尿裤E,339,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f85a587b,宝縵床用B,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4b9f8a99,宝縵床用C,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c8bb706e,PAFAIZIA  PEPED,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4cebdb33,花王尿裤A,339,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f5298833,宝縵床用D,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
810eed33,澳皮王D,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2d4e811a,玛丝菲尔淑女装系列F,334,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
945c5b3c,雅致受卡B.5,702,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c4b19a38,宝縵床用E,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
ca2a7bda,雅致系列D,702,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1522085c,六福黄金系列正价,344,40201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
444a9173,汤尼威尔服装系列B,124,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d00e108c,宝縵床用员购,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
77d63dcc,多喜爱床用,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
6b477ee9,澳皮王E,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bd2dc3d6,澳皮王员购,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b1e7d26d,玛丝菲尔淑女装系列员购,334,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
62c6992f,大乔 小乔F卖,547,60201,1.06,1.06,0.0000 ,0.0000 ,0.0000 
47963bc4,努比用品D,744,30702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
aa29ad89,澳皮王F,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
65607c5c,多喜爱床用C,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
1209e347,多喜爱床用D,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
a1b5c338,英派尔内衣系列E,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
56badff8,tittotD,791,90901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
00778f89,英派尔内衣系列4,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
04b581a5,雅福镶嵌系列正价,342,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
273a4738,顺美服装系列E,134,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a509b74d,多喜爱床用E,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
b0dc2941,Fhe NorFh FaceE,740,30201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7027ecfa,多喜爱床用F,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
83a7ab5a,埃迪蒙托床用B,314,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6273db9a,多喜爱床用员购,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
01531a5d,澳皮王C,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7438314a,埃迪蒙托床用,314,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1b99bc5c,FA：GE服装系列,233,60103,1.06,1.06,0.0000 ,0.0000 ,0.0000 
7316e1a6,丽婴房用品B,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
67484e1c,丽婴房用品C,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
73413d6c,家之良品系列,188,90902,1.06,1.06,0.0000 ,0.0000 ,0.0000 
be7c9fa6,丽婴房用品D,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
11c2c866,丽婴房用品E,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6e7de3b0,纪梵希夹克AACk4001DD,418,50101,1.17,1.17,1415.3846 ,1656.0000 ,3680.0000 
d7d8f389,丽婴房用品F,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0c1bf222,丽婴房服装,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
421025a5,丽婴房服装A,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e25390dc,EXR女装E,669,60201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5d0ec557,英派尔内衣系列3,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
e8e33b0b,罗莱床用D,316,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
266645d8,丽婴房服装B,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
db0b0cd1,OQO厨用A,664,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0520a012,Rapido运动系列A,747,30101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f199fb9b,丽婴房服装C,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
874ccbb8,OXETTEE,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1631337c,英派尔内衣系列员购,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
74f79fb0,英派尔内衣系列F,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
93d9ba05,澳皮王正价,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b5f5007f,OXETTEC,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cf67cf04,丽婴房服装F,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
69a684d0,顺美服装系列员购,134,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
610ff40c,丽婴房服装员购,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
be939f61,派克兰帝童装,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ed7c914c,英派尔内衣系列C,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
fa50c846,英派尔内衣系列,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
a683847c,黄色小鸭用品系列员购,719,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3e80cb6a,派克兰帝童装B,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
138c7ba8,埃迪蒙托床用A,314,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
23a2bdd8,派克兰帝童装C,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cd7f5eff,派克兰帝童装D,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
77c287a2,miss sixFy系列B.5,704,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f2fa16ed,派克兰帝童装E,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
064ed5b9,林宝坚尼 受卡A,1015,80901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
417f6460,派克兰帝童装F,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8a87be59,派克兰帝童装员购,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
069d98da,ibluesB.5,1103,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f59f4a45,纪梵希针织衫AACkD23310,418,50101,1.17,1.17,607.6923 ,711.0000 ,1580.0000 
e8fb3a80,皮尔卡丹F买,539,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5128de89,MK+女装C,273,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0aa82961,丽婴房服装D,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
95cb7233,林宝坚尼B.5,1015,80901,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d3cecdee,黄色小鸭外出服系列A,719,70703,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3c350d3d,英派尔内衣系列B,195,91101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
6d9aacf6,派克兰帝童装A,327,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e061809f,顺美服装系列F,134,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0da99b81,伊点饰品系列F,324,70401,1.06,1.06,0.0000 ,0.0000 ,0.0000 
f299e018,丽婴房服装E,325,90202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b0ef2353,嘟嘟马童鞋系列F,721,70701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ec702d63,PAFAIZIA  PEPE F,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d3cdba2b,澳皮王A,814,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9b22954c,Fwinkids系列员购,720,30602,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9f6d389e,OXETTE员购,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9f165fd0,OXETTED,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c3c4e60b,嘟嘟马童鞋系列B,721,70701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e86982fe,安莉芳内衣B.5系列,176,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2c1ea2f5,多喜爱床用A,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
d864aee9,OXETTEF,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ef67cd83,科沃斯员购,951,91002,1.17,1.17,0.0000 ,0.0000 ,0.0000 
eafff397,Rose BulleFE,668,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
64726ab5,多喜爱床用B,313,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
441f1eb0,Rose BulleFC,668,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
13336c41,ESPRIF F卖,48,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
5b319706,O 2NDE.0折,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
110818fc,O 2NDC.0折,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ecbbd92a,宝縵床用F,312,90702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
731c9cf9,顺美服装系列D,134,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
360ad861,PAFAIZIA  PEPEB.5,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
43544bdb,PAFAIZIA  PEPEE,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
60f4ccdb,周大福黄金系列正价,343,40201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d8b8cea3,PAFAIZIA  PEPE员购,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
44072f7c,PAFAIZIA  PEPEB,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
840c6a6f,PAFAIZIA  PEPEC,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2bfad1ef,JEEP童装促销编码,801,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9eb81ebb,PAFAIZIA  PEPE 正价,952,60101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0a6974db,内野会员商品,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0e798825,周大福镶嵌系列正价,343,40202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f3d7b106,内野系列E,311,90902,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b6eff503,六福K金铂金系列正价,344,40203,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f1a27a5c,菲仕乐系列正价,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
022af4dd,菲仕乐系列A,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
dd3f29b2,汤尼威尔服装系列C,124,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fc3f67e5,菲仕乐系列B,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e482b206,金至尊摆件,646,100101,1.17,1.17,688.5470 ,805.6000 ,805.6000 
1170c555,Rose BulleFA,668,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
72791376,菲仕乐系列C,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
39d1778a,六福镶嵌系列正价,344,40202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c792fe3e,Escada SporF员购,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
15dc8798,Escada SporFF,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
14aea8a4,Escada SporFE,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
2c7f1be5,贝趣 员购,958,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d38ad3f6,Escada SporFC,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
5acc9c3c,贝趣 C价,958,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
920c0849,Escada SporFB.5,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
8d2bd4a5,贝趣 A价,958,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
85299c35,Escada SporF正价,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
a6e936ab,Umbra E,956,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
dc9e74d9,Umbra C,956,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
98eb1ee5,菲仕乐系列D,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1e57c7c2,范思哲A,953,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3f76ecef,菲仕乐系列E,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
72f5caca,菲仕乐系列F,603,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9f4d2bd5,象印用品系列正价,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
edc0b75e,艾格服装系列3,53,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b211b8b6,汤尼威尔服装系列D,124,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
98e7ddcb,范思哲C.5,953,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
41833044,爱迪尔铂金系列正价,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
94fc1ec9,O 2NDF,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
63f021d9,goodgoodsF,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
256a1c85,象印用品系列A,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2dd720d4,象印用品系列B,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d846cf96,goodgoodsA,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bc849cf2,goodgoods正价,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ab31d9c3,象印用品系列C,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
86e4a765,iiFFALAB.5,954,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
261c7d99,象印小家电系列D,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c8d7b394,Umbra 正价,956,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ec080e34,象印用品系列D,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9e01b50a,爱迪尔黄金系列正价,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b8af0c4b,象印用品系列E,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bae90401,iiFFALAE,954,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
527589eb,象印用品系列F,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c00facfc,象印用品系列员购,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
855cbca4,内野 A,311,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
db729d5b,象印小家电系列正价,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
afe25925,爱迪尔K金系列正价,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
aa3f852a,象印小家电系列A,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
36b5d5c0,内野 D,311,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a5acfe71,象印小家电系列B,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6650853c,象印小家电系列C,604,91001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cc06072c,汤尼威尔服装系列F,124,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
673a9798,爱迪尔镶嵌系列正价,345,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
76d52589,ICB A,623,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cccb55e5,路卡迪龙员购,1130,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4c006bf9,goodgoodsC,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
db39de01,goodgoodsD,957,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
67568829,路卡迪龙C,1130,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b5cea52a,汤尼威尔服装系列员购,124,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4202080f,艾格服装系列E,53,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6b314e33,O 2ND员购,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8efcf4b6,OXETTEB.5,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5e585043,迈雅促销,1105,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6f915ae8,汤尼俊士男装系列B,125,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8c69542f,纪梵希单西AACk2110,418,50101,1.17,1.17,2119.6581 ,2480.0000 ,5700.0000 
a1d6bdc8,OBBLIGATO员购,1128,60103,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5bdb483a,纪梵希单西AACk212E,418,50101,1.17,1.17,2000.8547 ,2341.0000 ,5380.0000 
8051e6bf,艾格服装系列C,53,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ba67165a,OBBLIGATOC,1128,60103,1.17,1.17,0.0000 ,0.0000 ,0.0000 
aa7bc959,Umbra B,956,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6657cfdb,Umbra D,956,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
94cca63e,汤尼俊士男装系列C,125,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3206f830,Escada SporFA,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
78f687a9,贝趣 正价,958,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
65e47518,Escada SporFB,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
023dd959,伊维斯F,548,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
88ef737b,Escada SporFD,667,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
2d807708,伊维斯员购,548,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
40f2eb47,玛丽亚·古奇F,1005,70401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c16757b7,OXETTEA,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c08fb9bf,Rose BulleF正价,668,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ef44a5fd,Rose BulleFA.5,668,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c5a1b278,汤尼俊士男装系列D,125,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a277d73a,艾格服装系列F,53,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7bc4ae59,顺美服装F,134,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
87498ad0,OXETTE正价,578,60402,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c8821fbe,汤尼俊士男装系列F,125,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
865adc87,SODA服装系列3,54,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
70adb9fa,白井女杂系列正价,40,60403,1.06,1.06,0.0000 ,0.0000 ,0.0000 
dd85e3c2,O 2ND正价,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
272df10c,O 2NDA,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
94cb0f65,ECCOA,585,81101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5e263d91,O 2NDB.5,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
44ae58e1,O 2NDB.0折,1048,60102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
98084dd7,汤尼俊士男装系列员购,125,50102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c3dafc0f,玛丽亚·古奇B,1005,70401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a3dae809,JEFENE,877,70202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
