,kh,Count,Sum,Avg,Min,Max
17799,5c49f135,2,220.0,110.0,93.07,126.93
17800,5c4a5d7d,1,1888.0,1888.0,1888.0,1888.0
17801,5c4a5e57,2,1080.0,540.0,500.0,580.0
17802,5c4b8eed,15,26979.0,1798.6,160.0,4410.0
17803,5c4de340,8,11623.5,1452.9375,531.0,2514.6
17804,5c4e6ba9,1,1520.0,1520.0,1520.0,1520.0
17805,5c4ea7cb,6,4864.0,810.6666666666666,423.0,2038.0
17806,5c4f3efb,1,520.0,520.0,520.0,520.0
17807,5c5064e7,2,8880.0,4440.0,3280.0,5600.0
17808,5c507b19,4,3216.0,804.0,594.0,954.0
17809,5c50bb8e,4,7649.0,1912.25,1268.0,2788.0
17810,5c526a26,6,3940.0,656.6666666666666,444.93,912.08
17811,5c529e85,4,540.0,135.0,120.0,160.0
17812,5c52cae4,4,5524.0,1381.0,850.0,1848.0
17813,5c533cc7,17,19192.0,1128.9411764705883,38.0,3900.0
17814,5c543728,66,43894.1,665.0621212121212,46.0,3589.0
17815,5c55bb60,3,6859.0,2286.3333333333335,1880.0,2980.0
17816,5c589eb9,7,4180.0,597.1428571428571,270.0,830.0
17817,5c5d502c,22,3060.0,139.0909090909091,17.0,498.0
17818,5c5e3b55,1,1750.0,1750.0,1750.0,1750.0
17819,5c5e6b1e,5,3660.0,732.0,320.0,1520.0
17820,5c5f5eb8,10,14427.0,1442.7,205.96,2952.0
17821,5c608fd2,1,23370.0,23370.0,23370.0,23370.0
17822,5c6849e4,1,240.0,240.0,240.0,240.0
17823,5c68b3a3,9,6028.0,669.7777777777778,150.0,1370.0
17824,5c69b8a7,4,1770.0,442.5,120.0,720.0
17825,5c6a52f2,2,620.0,310.0,300.0,320.0
17826,5c6d3002,18,10815.0,600.8333333333334,185.0,2960.0
17827,5c6dce00,4,1405.0,351.25,140.0,520.0
17828,5c6f006a,6,6664.5,1110.75,625.5,2412.0
17829,5c70edf9,1,538.0,538.0,538.0,538.0
17830,5c744516,9,4180.0,464.44444444444446,390.0,520.0
17831,5c775a69,1,14200.2,14200.2,14200.2,14200.2
17832,5c787967,3,2906.0,968.6666666666666,10.0,2768.0
17833,5c7a71d5,4,977.4,244.35,80.0,482.4
17834,5c7b43fa,31,56802.0,1832.3225806451612,32.0,33900.0
17835,5c7cec18,1,1019.0,1019.0,1019.0,1019.0
17836,5c7cfd25,57,126338.3,2216.461403508772,283.5,6112.0
17837,5c7df2a2,37,44756.840000000004,1209.6443243243243,90.0,2590.0
17838,5c7ecb69,2,9240.0,4620.0,40.0,9200.0
17839,5c7f52ca,1,1500.0,1500.0,1500.0,1500.0
17840,5c800921,60,59873.0,997.8833333333333,15.0,5580.0
17841,5c80dd2f,3,2693.0,897.6666666666666,413.0,1370.0
17842,5c80dea9,6,2185.0,364.1666666666667,1.0,1180.0
17843,5c82210d,25,34914.0,1396.56,240.0,12920.0
17844,5c8394b3,9,7243.0,804.7777777777778,325.0,1080.0
17845,5c87399d,27,33419.0,1237.7407407407406,45.0,4200.0
17846,5c8766ae,1,5296.0,5296.0,5296.0,5296.0
17847,5c87fa1c,1,570.0,570.0,570.0,570.0
17848,5c8966ba,7,20964.0,2994.8571428571427,1663.0,5112.0
17849,5c8a1f06,2,695.0,347.5,320.0,375.0
17850,5c8a7c36,5,16464.0,3292.8,1258.0,6246.0
17851,5c8af4ff,3,1575.0,525.0,205.0,1080.0
17852,5c8b2ff2,1,6500.0,6500.0,6500.0,6500.0
17853,5c8d22e3,19,10704.9,563.4157894736842,157.5,1372.0
17854,5c908f61,18,10320.0,573.3333333333334,265.56,901.04
17855,5c90db7b,12,9386.220000000001,782.1850000000001,140.0,2111.0
17856,5c915c9a,23,30295.0,1317.1739130434783,40.0,6028.0
17857,5c917340,2,530.0,265.0,260.12,269.88
17858,5c92c70e,6,10109.7,1684.95,875.7,2721.6
17859,5c942937,2,4360.0,2180.0,760.0,3600.0
17860,5c97e5d3,6,5280.0,880.0,550.0,1700.0
17861,5c980a0c,4,2890.0,722.5,114.0,1319.0
17862,5c9a21f6,3,708.0,236.0,25.0,504.0
17863,5c9ab9bf,11,4155.0,377.72727272727275,175.0,950.0
17864,5c9c475a,15,9770.0,651.3333333333334,116.07,1370.0
17865,5c9c8497,3,3455.0,1151.6666666666667,384.0,1599.0
17866,5c9cb69c,1,55.0,55.0,55.0,55.0
17867,5c9e9b52,6,5315.0,885.8333333333334,78.0,2160.0
17868,5c9fcd4a,6,6716.0,1119.3333333333333,396.0,2961.0
17869,5ca110e6,3,1665.0,555.0,166.5,1233.0
17870,5ca123fe,18,58403.99999999999,3244.666666666666,45.0,19593.0
17871,5ca22e73,2,1457.0,728.5,585.0,872.0
17872,5ca448a1,1,2748.0,2748.0,2748.0,2748.0
17873,5ca498c2,2,1300.0,650.0,580.0,720.0
17874,5ca69cff,18,21892.0,1216.2222222222222,279.0,9360.0
17875,5ca753a2,2,585.0,292.5,195.0,390.0
17876,5ca7629b,2,640.0,320.0,320.0,320.0
17877,5ca7bfa5,1,21090.0,21090.0,21090.0,21090.0
17878,5ca8781d,2,4300.0,2150.0,1250.0,3050.0
17879,5ca9207a,1,288.0,288.0,288.0,288.0
17880,5caa240c,2,3030.0,1515.0,1190.0,1840.0
17881,5caa4c04,5,2740.0,548.0,340.0,950.0
17882,5cac405a,13,8599.2,661.4769230769232,250.0,1299.6
17883,5caccc00,6,2570.0,428.3333333333333,100.0,640.0
17884,5cad5563,13,6124.999999999999,471.1538461538461,30.0,1100.0
17885,5cad9720,7,3740.0,534.2857142857143,240.0,960.0
17886,5cadbda2,1,980.0,980.0,980.0,980.0
17887,5caeaf63,1,900.0,900.0,900.0,900.0
17888,5caf6d6d,19,11280.0,593.6842105263158,60.0,2680.0
17889,5cb2c361,6,18661.4,3110.2333333333336,45.0,6299.0
17890,5cb2da37,8,3071.3999999999996,383.92499999999995,171.5,646.8
17891,5cb30664,7,6766.0,966.5714285714286,129.0,5592.0
17892,5cb32e5c,3,1454.0,484.6666666666667,320.0,584.0
17893,5cb367af,8,10635.0,1329.375,158.0,3564.0
17894,5cb45cb0,4,2678.6,669.65,558.6,860.0
17895,5cb6121d,2,1058.0,529.0,489.0,569.0
17896,5cb6a57c,29,58289.299999999996,2009.9758620689654,80.0,16112.7
17897,5cbb1b6c,3,940.0,313.3333333333333,250.0,380.0
17898,5cbb1b9f,1,15786.0,15786.0,15786.0,15786.0
17899,5cbefaf1,20,30246.0,1512.3,150.0,3464.0
17900,5cbf4b3d,4,1565.0,391.25,295.0,480.0
17901,5cbf9275,7,3678.0,525.4285714285714,215.0,880.0
17902,5cc011d1,18,16214.0,900.7777777777778,155.0,2626.4
17903,5cc06b0c,3,3214.0,1071.3333333333333,483.0,1408.0
17904,5cc1252d,14,29298.399999999998,2092.742857142857,220.0,5112.0
17905,5cc44ecb,6,26719.2,4453.2,1880.0,11040.0
17906,5cc524de,2,640.0,320.0,320.0,320.0
17907,5cc6803d,4,47118.0,11779.5,10304.0,13504.0
17908,5cc76695,3,1040.0,346.6666666666667,200.0,580.0
17909,5cc788c4,4,3380.0,845.0,460.0,1370.0
17910,5cc7f679,13,16462.0,1266.3076923076924,88.0,3654.0
17911,5ccb2b60,13,25274.0,1944.1538461538462,50.0,6528.0
17912,5ccb31b1,169,247391.5,1463.8550295857988,50.0,29507.0
17913,5ccba7d9,2,2274.0,1137.0,694.0,1580.0
17914,5cce03b3,9,1222.0,135.77777777777777,74.0,245.0
17915,5cd00937,5,19606.2,3921.2400000000002,90.0,7558.2
17916,5cd4f341,3,6607.0,2202.3333333333335,1839.0,2464.0
17917,5cd4fac9,5,4270.0,854.0,240.0,1440.0
17918,5cd5a993,7,4855.0,693.5714285714286,525.0,890.0
17919,5cd6cc41,2,3080.0,1540.0,1540.0,1540.0
17920,5cd6e7f2,6,17546.6,2924.433333333333,806.4,5448.0
17921,5cd70854,5,3160.0,632.0,350.0,1050.0
17922,5cd89b63,3,4182.0,1394.0,954.0,1794.0
17923,5cd9639e,3,62627.0,20875.666666666668,15383.61,31320.0
17924,5cda3958,3,1990.0,663.3333333333334,320.0,990.0
17925,5cdbb4d0,39,74896.0,1920.4102564102564,135.0,5093.0
17926,5cdbc42b,1,2080.0,2080.0,2080.0,2080.0
17927,5cdd9eec,2,900.0,450.0,360.0,540.0
17928,5cde0827,39,40794.0,1046.0,1.63,4650.0
17929,5cdfb55b,11,13167.0,1197.0,68.0,2749.0
17930,5ce0d462,1,690.0,690.0,690.0,690.0
17931,5ce0eb4e,5,3170.0,634.0,290.0,1060.0
17932,5ce35aed,34,33356.49999999999,981.0735294117645,200.9,2921.09
17933,5ce52590,4,2880.0,720.0,320.0,1520.0
17934,5ce5ed6b,4,1410.0,352.5,260.0,510.0
17935,5ce61170,19,23535.000000000004,1238.684210526316,241.72,3849.83
17936,5ce769f2,10,8647.5,864.75,160.0,2257.0
17937,5ce8dd48,27,19600.0,725.925925925926,163.03,3575.63
17938,5ce8ff4b,2,492.0,246.0,60.0,432.0
17939,5ce94800,1,81.0,81.0,81.0,81.0
17940,5cea113c,9,6363.0,707.0,144.0,1560.0
17941,5cea1e92,2,4230.0,2115.0,1980.0,2250.0
17942,5cea488f,31,27070.0,873.2258064516129,40.0,5235.0
17943,5cec3049,4,10700.0,2675.0,1100.0,4100.0
17944,5cefc095,3,5437.0,1812.3333333333333,1605.0,2166.0
17945,5cf0434f,1,980.0,980.0,980.0,980.0
17946,5cf06746,3,4323.0,1441.0,123.0,2880.0
17947,5cf268e6,7,11350.0,1621.4285714285713,980.0,2800.0
17948,5cf2bbea,1,1990.0,1990.0,1990.0,1990.0
17949,5cf401ac,2,1015.0,507.5,315.0,700.0
17950,5cf6b60f,10,8302.0,830.2,520.0,1151.0
17951,5cf8a69e,4,2430.0,607.5,200.0,870.0
17952,5cfa5a7e,1,5988.0,5988.0,5988.0,5988.0
17953,5cfe3cf3,1,499.0,499.0,499.0,499.0
17954,5cfefad8,12,45213.0,3767.75,250.0,30300.0
17955,5cff918a,7,3327.2,475.3142857142857,200.0,893.7
17956,5cffd8ab,1,3617.0,3617.0,3617.0,3617.0
17957,5d04552e,3,5175.0,1725.0,295.0,3360.0
17958,5d055949,2,1270.0,635.0,520.0,750.0
17959,5d06043e,48,40465.0,843.0208333333334,190.0,2590.0
17960,5d068681,5,6285.0,1257.0,198.0,3192.0
17961,5d06b32b,1,1078.0,1078.0,1078.0,1078.0
17962,5d078153,2,590.0,295.0,280.0,310.0
17963,5d07eede,27,59037.100000000006,2186.5592592592593,17.0,9810.0
17964,5d083957,3,850.0,283.3333333333333,205.0,325.0
17965,5d08d21e,11,4716.1,428.73636363636365,156.8,1270.0
17966,5d0ca610,2,1075.0,537.5,320.0,755.0
17967,5d0e5860,8,18620.0,2327.5,315.0,7960.0
17968,5d0e6b5a,2,990.0,495.0,192.5,797.5
17969,5d107b39,2,650.0,325.0,310.0,340.0
17970,5d14942c,12,7289.0,607.4166666666666,165.0,900.0
17971,5d150e4c,3,1500.0,500.0,140.0,980.0
17972,5d15df4b,13,18523.0,1424.8461538461538,298.0,4480.0
17973,5d15fbb4,61,119050.30000000002,1951.6442622950822,99.0,16232.84
17974,5d163fb0,28,2442.0,87.21428571428571,22.5,248.0
17975,5d179035,3,5564.0,1854.6666666666667,320.0,2886.0
17976,5d1855ba,30,22940.42,764.6806666666666,102.0,2688.0
17977,5d187232,3,3277.0,1092.3333333333333,494.0,2043.0
17978,5d1a66e5,2,3632.0,1816.0,1490.0,2142.0
17979,5d1b023f,79,175844.18000000008,2225.8756962025327,65.0,7558.2
17980,5d1b4e77,1,1080.0,1080.0,1080.0,1080.0
17981,5d1e0671,1,313.6,313.6,313.6,313.6
17982,5d1e2f62,11,12284.0,1116.7272727272727,48.0,3863.0
17983,5d1e5002,3,1250.0,416.6666666666667,300.0,600.0
17984,5d1f35ea,7,5484.0,783.4285714285714,215.0,1529.0
17985,5d1fa88c,3,4523.0,1507.6666666666667,960.0,2188.0
17986,5d1fd789,1,2871.0,2871.0,2871.0,2871.0
17987,5d2096cf,79,39609.5,501.38607594936707,126.0,2610.0
17988,5d20dd0e,5,1960.0,392.0,140.0,580.0
17989,5d20f929,2,970.0,485.0,320.0,650.0
17990,5d24b0b6,1,600.0,600.0,600.0,600.0
17991,5d265388,77,90624.38,1176.94,0.9,19585.8
17992,5d27abcf,2,4884.0,2442.0,698.0,4186.0
17993,5d289007,21,18681.8,889.6095238095238,110.0,7812.0
17994,5d2a95d1,98,77548.5,791.3112244897959,39.6,5252.8
17995,5d2b77b7,1,330.0,330.0,330.0,330.0
17996,5d2e9bb4,2,5488.0,2744.0,2159.0,3329.0
17997,5d2ea0ce,1,2890.0,2890.0,2890.0,2890.0
17998,5d2f6d2c,1,940.0,940.0,940.0,940.0
17999,5d305132,1,348.0,348.0,348.0,348.0
18000,5d316a38,3,4391.22,1463.74,528.22,2696.0
18001,5d34f460,7,6429.4400000000005,918.4914285714286,14.27,2210.0
18002,5d378740,5,2850.0,570.0,260.0,920.0
18003,5d3b01fa,17,26666.0,1568.5882352941176,300.0,10800.0
18004,5d3c4b0a,2,1080.0,540.0,320.0,760.0
18005,5d3dbf45,2,4152.0,2076.0,1740.0,2412.0
18006,5d3fffe4,4,1800.0,450.0,300.0,520.0
18007,5d442070,5,1866.0,373.2,86.0,974.0
18008,5d446859,2,3963.06,1981.53,1173.0,2790.06
18009,5d4605cf,2,5035.8,2517.9,1400.0,3635.8
18010,5d476cce,11,31811.0,2891.909090909091,990.0,7200.0
18011,5d4895df,2,6920.0,3460.0,1880.0,5040.0
18012,5d48c434,1,570.0,570.0,570.0,570.0
18013,5d4b180f,3,1129.0,376.3333333333333,280.0,550.0
18014,5d4b728e,1,650.0,650.0,650.0,650.0
18015,5d4c90c1,6,2595.0,432.5,235.83,665.73
18016,5d4e6ed4,4,33476.0,8369.0,240.0,26286.0
18017,5d4e9bfe,12,6914.0,576.1666666666666,240.0,1666.0
18018,5d4f6080,21,18478.0,879.9047619047619,46.0,2178.0
18019,5d50aa68,4,1638.6,409.65,265.0,760.0
18020,5d5245b0,2,2020.0,1010.0,830.0,1190.0
18021,5d53e6dc,2,1075.0,537.5,269.89,805.11
18022,5d58062c,4,7754.0,1938.5,1703.0,2055.0
18023,5d581074,26,38627.24,1485.663076923077,178.0,7600.96
18024,5d5a30a9,11,4220.0,383.6363636363636,90.0,790.0
18025,5d5ce667,7,6620.0,945.7142857142857,340.0,2500.0
18026,5d5d4b85,14,2217.0,158.35714285714286,67.56,311.83
18027,5d60de8a,13,11425.4,878.876923076923,198.47,2889.0
18028,5d628cea,2,1145.0,572.5,300.0,845.0
18029,5d66ff0c,9,2003.0,222.55555555555554,48.0,492.0
18030,5d674f6e,11,6735.0,612.2727272727273,200.0,1400.0
18031,5d693728,1,1520.0,1520.0,1520.0,1520.0
18032,5d697718,5,2590.0,518.0,95.0,680.0
18033,5d69cd30,9,4760.0,528.8888888888889,240.0,1060.0
18034,5d6d7a9b,2,1620.0,810.0,540.0,1080.0
18035,5d6e2ea3,16,24876.0,1554.75,1.0,9947.0
18036,5d6fc959,12,6053.7,504.47499999999997,140.07,1565.0
18037,5d718c60,6,8389.8,1398.3,712.8,2871.0
18038,5d71dc81,6,1234.0,205.66666666666666,119.0,359.0
18039,5d7275ec,1,680.0,680.0,680.0,680.0
18040,5d72fcd8,2,2389.0,1194.5,389.0,2000.0
18041,5d7367c9,17,21245.0,1249.7058823529412,250.0,7350.0
18042,5d758842,1,320.0,320.0,320.0,320.0
18043,5d761c48,3,1772.0,590.6666666666666,32.0,990.0
18044,5d766426,30,49675.0,1655.8333333333333,87.8,5793.44
18045,5d778dbe,1,358.0,358.0,358.0,358.0
18046,5d77fd51,1,320.0,320.0,320.0,320.0
18047,5d796d85,4,7571.0,1892.75,1071.0,3200.0
18048,5d7afc51,1,1425.0,1425.0,1425.0,1425.0
18049,5d7b0848,4,1478.0,369.5,29.89,1343.0
18050,5d7bbd87,1,320.0,320.0,320.0,320.0
18051,5d80fdf6,1,240.0,240.0,240.0,240.0
18052,5d8263d6,2,1173.0,586.5,180.0,993.0
18053,5d84614d,14,6238.0,445.57142857142856,210.0,930.0
18054,5d893763,3,1630.0,543.3333333333334,420.0,620.0
18055,5d899835,3,2281.0,760.3333333333334,351.0,1360.0
18056,5d8b2877,4,2445.0,611.25,90.0,1347.0
18057,5d8b6aba,45,17500.129999999997,388.89177777777775,84.0,2707.33
18058,5d8d28fa,4,2567.6,641.9,313.6,1078.0
18059,5d8d46c5,41,28879.96,704.3892682926829,20.3,6642.0
18060,5d919d54,19,14489.5,762.6052631578947,193.19,1775.0
18061,5d927523,4,3735.0,933.75,99.0,1889.0
18062,5d93dbde,19,17924.0,943.3684210526316,58.0,3612.0
18063,5d94e893,1,1180.0,1180.0,1180.0,1180.0
18064,5d94f493,1,64.0,64.0,64.0,64.0
18065,5d989d2e,8,5870.0,733.75,320.0,1100.0
18066,5d9d4639,2,13772.0,6886.0,1485.0,12287.0
18067,5d9eeb3b,15,35799.0,2386.6,390.0,11040.0
18068,5da14c57,1,1400.0,1400.0,1400.0,1400.0
18069,5da4734a,3,5376.0,1792.0,1057.17,2908.94
18070,5da4a0e6,5,3449.0,689.8,99.0,1650.0
18071,5da4a91f,3,175.0,58.333333333333336,25.61,100.0
18072,5da52d29,2,3684.0,1842.0,270.0,3414.0
18073,5da5342e,22,36987.28,1681.24,68.0,3863.16
18074,5da56877,1,2412.0,2412.0,2412.0,2412.0
18075,5da605e5,1,510.0,510.0,510.0,510.0
18076,5da66db3,28,38631.079999999994,1379.6814285714283,158.0,3861.0
18077,5da73291,1,1520.0,1520.0,1520.0,1520.0
18078,5da7a23e,2,460.0,230.0,200.0,260.0
18079,5da7f738,3,2345.0,781.6666666666666,585.0,1080.0
18080,5da97093,15,10760.0,717.3333333333334,400.0,1500.0
18081,5dacdfca,2,100.0,50.0,40.0,60.0
18082,5daef290,3,13848.0,4616.0,3768.0,5320.0
18083,5db038bb,1,2052.0,2052.0,2052.0,2052.0
18084,5db1f195,2,1220.0,610.0,115.0,1105.0
18085,5db20f55,25,17813.0,712.52,310.0,1785.0
18086,5db3fc28,12,6785.0,565.4166666666666,195.0,1090.0
18087,5db9ad9d,1,3338.0,3338.0,3338.0,3338.0
18088,5dba6fdf,8,8388.4,1048.55,291.0,1834.0
18089,5dc05158,3,3540.0,1180.0,800.0,1620.0
18090,5dc1640d,1,1603.8,1603.8,1603.8,1603.8
18091,5dc215e3,14,13771.0,983.6428571428571,423.0,1653.0
18092,5dc26f02,1,580.0,580.0,580.0,580.0
18093,5dc2869b,25,43019.9,1720.796,98.0,3945.0
18094,5dc3528e,9,10945.0,1216.111111111111,231.35,4250.0
18095,5dc6d032,1,455.0,455.0,455.0,455.0
18096,5dc84f3d,2,280.0,140.0,30.0,250.0
18097,5dc9ace3,1,285.0,285.0,285.0,285.0
18098,5dcafdff,1,980.0,980.0,980.0,980.0
18099,5dcb57c0,1,240.0,240.0,240.0,240.0
18100,5dd0d59f,4,5740.0,1435.0,495.0,3300.0
18101,5dd777b9,5,3774.0,754.8,582.0,878.0
18102,5ddae020,4,1145.0,286.25,125.0,770.0
18103,5ddc3500,22,58135.69999999999,2642.531818181818,80.0,5211.0
18104,5ddc8692,2,820.0,410.0,300.0,520.0
18105,5ddfaed2,7,2238.0,319.7142857142857,240.0,520.0
18106,5de02b83,1,5274.0,5274.0,5274.0,5274.0
18107,5de03944,13,5126.0,394.3076923076923,160.0,560.0
18108,5de0bd9d,1,320.0,320.0,320.0,320.0
18109,5de17162,10,6415.0,641.5,450.0,1120.0
18110,5de18c36,8,21760.0,2720.0,195.0,14275.0
18111,5de30795,9,6360.0,706.6666666666666,260.0,1060.0
18112,5de3514d,1,390.0,390.0,390.0,390.0
18113,5de361d3,10,15057.0,1505.7,320.0,4500.0
18114,5de48d99,3,1020.0,340.0,210.0,510.0
18115,5de75272,1,1575.0,1575.0,1575.0,1575.0
18116,5dea9931,1,16180.0,16180.0,16180.0,16180.0
18117,5df01e53,2,1115.0,557.5,390.0,725.0
18118,5df03740,15,5377.0,358.46666666666664,85.0,1022.0
18119,5df06279,1,480.0,480.0,480.0,480.0
18120,5df1e70e,29,17925.0,618.1034482758621,25.0,3300.0
18121,5df21da0,1,612.0,612.0,612.0,612.0
18122,5df9cc42,2,1118.0,559.0,370.0,748.0
18123,5dfa2466,1,2230.0,2230.0,2230.0,2230.0
18124,5dfc77e2,4,4762.0,1190.5,580.0,2640.0
18125,5dfc8478,3,2835.0,945.0,151.2,1436.4
18126,5dfca8d4,6,1188.0,198.0,130.0,310.0
18127,5dfd438f,5,1750.0,350.0,160.0,560.0
18128,5e01a6db,2,3220.0,1610.0,1365.0,1855.0
18129,5e0327a5,3,1000.0,333.3333333333333,220.0,550.0
18130,5e04cd23,2,7607.0,3803.5,2711.0,4896.0
18131,5e08d935,3,1690.0,563.3333333333334,300.0,1000.0
18132,5e09343c,4,3150.0,787.5,520.0,950.0
18133,5e097811,38,57688.5,1518.1184210526317,428.0,4370.0
18134,5e0b8f76,5,9011.0,1802.2,998.0,4327.0
18135,5e0bea3e,56,87968.96,1570.8742857142859,17.0,24995.0
18136,5e0c0a9d,132,114101.60000000003,864.4060606060609,45.0,7272.86
18137,5e0d8a88,57,76656.99999999999,1344.8596491228068,90.0,5282.19
18138,5e0e847a,3,3137.0,1045.6666666666667,864.0,1270.0
18139,5e103fb0,2,1620.0,810.0,640.0,980.0
18140,5e10b13a,7,2255.0,322.14285714285717,69.0,599.0
18141,5e10f3f5,1,2470.0,2470.0,2470.0,2470.0
18142,5e10f9c4,2,3762.6,1881.3,1074.6,2688.0
18143,5e134c97,2,4504.0,2252.0,2034.0,2470.0
18144,5e140206,4,990.0,247.5,215.0,270.0
18145,5e140a25,2,80.0,40.0,30.77,49.23
18146,5e1454e1,3,1287.0,429.0,64.28,988.0
18147,5e16974f,6,11862.8,1977.1333333333332,1444.0,2580.0
18148,5e18d482,13,31895.600000000002,2453.5076923076927,315.3,8398.0
18149,5e1e0694,1,8190.0,8190.0,8190.0,8190.0
18150,5e1fec76,12,9043.0,753.5833333333334,265.0,1900.0
18151,5e20ba92,1,2772.0,2772.0,2772.0,2772.0
18152,5e20f4c8,3,2867.3999999999996,955.7999999999998,448.2,1701.0
18153,5e22de20,20,27303.7,1365.185,50.0,3942.0
18154,5e2543ce,77,41943.95999999999,544.7267532467531,32.0,2744.0
18155,5e2652b9,1,2506.0,2506.0,2506.0,2506.0
18156,5e26afb3,3,1632.0,544.0,200.0,787.0
18157,5e271f84,1,340.0,340.0,340.0,340.0
18158,5e289ae2,2,780.0,390.0,260.0,520.0
18159,5e299648,2,2550.0,1275.0,150.0,2400.0
18160,5e2d9ac5,2,695.0,347.5,320.0,375.0
18161,5e2dfcd1,7,5425.0,775.0,120.0,1296.0
18162,5e2e1f67,2,12408.0,6204.0,5000.0,7408.0
18163,5e2f1df5,16,4793.0,299.5625,42.0,996.0
18164,5e2f23f2,1,2556.0,2556.0,2556.0,2556.0
18165,5e2f9919,1,1760.0,1760.0,1760.0,1760.0
18166,5e30bff2,23,10770.0,468.2608695652174,100.0,950.0
18167,5e318993,1,1963.0,1963.0,1963.0,1963.0
18168,5e329ab7,51,24408.86,478.6050980392157,70.0,1734.0
18169,5e3314cb,10,18621.0,1862.1,342.0,3582.0
18170,5e353e45,8,19353.0,2419.125,169.0,9198.0
18171,5e35ccca,1,9810.0,9810.0,9810.0,9810.0
18172,5e3a827e,1,2696.0,2696.0,2696.0,2696.0
18173,5e3ccbd8,1,2076.0,2076.0,2076.0,2076.0
18174,5e3d2827,4,1220.0,305.0,190.0,460.0
18175,5e3e0555,1,550.0,550.0,550.0,550.0
18176,5e3f33d9,3,1790.0,596.6666666666666,70.0,1440.0
18177,5e3fb0a2,25,17170.0,686.8,205.0,2500.0
18178,5e40539c,2,545.0,272.5,145.0,400.0
18179,5e409612,9,15953.0,1772.5555555555557,57.0,3766.0
18180,5e4343ac,2,455.0,227.5,35.0,420.0
18181,5e445249,9,20320.4,2257.8222222222225,1380.0,3213.0
18182,5e44b551,2,25066.0,12533.0,3066.0,22000.0
18183,5e48f109,2,408.7,204.35,110.7,298.0
18184,5e493b35,2,2030.0,1015.0,950.0,1080.0
18185,5e4a72d6,5,1414.0,282.8,85.0,600.0
18186,5e4ad75c,10,6410.0,641.0,50.0,1800.0
18187,5e4b497b,20,34271.799999999996,1713.5899999999997,236.7,10000.0
18188,5e4b79e6,2,12960.0,6480.0,5130.0,7830.0
18189,5e4b89f8,1,1720.0,1720.0,1720.0,1720.0
18190,5e4c9698,11,12258.0,1114.3636363636363,63.0,4600.0
18191,5e4cbddf,1,2952.0,2952.0,2952.0,2952.0
18192,5e4efca3,1,1090.0,1090.0,1090.0,1090.0
18193,5e4f2a05,1,313.6,313.6,313.6,313.6
18194,5e4f4ad3,6,11495.0,1915.8333333333333,34.0,4462.0
18195,5e4fa9d5,1,2482.34,2482.34,2482.34,2482.34
18196,5e501ba2,32,31238.500000000004,976.2031250000001,234.0,2835.0
18197,5e501c42,4,595.0,148.75,85.0,190.0
18198,5e521b26,3,3195.0,1065.0,375.0,1640.0
18199,5e533808,156,125034.91000000009,801.505833333334,43.55,7260.0
18200,5e58ffd4,6,4990.0,831.6666666666666,415.44,1237.31
18201,5e5cb295,3,730.0,243.33333333333334,150.0,340.0
18202,5e5e3c11,1,2232.0,2232.0,2232.0,2232.0
18203,5e5e4536,1,728.0,728.0,728.0,728.0
18204,5e5ef5fc,5,1719.0,343.8,139.5,882.0
18205,5e5f0470,1,300.0,300.0,300.0,300.0
18206,5e62c8b3,1,1246.0,1246.0,1246.0,1246.0
18207,5e63cd34,4,885.0,221.25,60.0,340.0
18208,5e659a2f,11,3571.5,324.6818181818182,72.0,870.0
18209,5e680a48,13,39318.9,3024.5307692307692,1062.0,6563.7
18210,5e688f7e,88,127042.0,1443.659090909091,15.78,15742.0
18211,5e694d8a,1,168.0,168.0,168.0,168.0
18212,5e6982ff,3,1530.0,510.0,280.0,800.0
18213,5e69a547,50,94531.20000000001,1890.6240000000003,200.0,6291.0
18214,5e6fd28c,3,4684.299999999999,1561.4333333333332,448.0,2397.6
18215,5e7387a0,1,520.0,520.0,520.0,520.0
18216,5e76cffe,5,2950.0,590.0,230.0,1100.0
18217,5e775711,6,16192.0,2698.6666666666665,1400.0,6000.0
18218,5e779c0a,24,34946.1,1456.0874999999999,179.0,4848.0
18219,5e788ae7,17,10187.0,599.2352941176471,36.0,1611.0
18220,5e78f26c,8,98789.0,12348.625,148.0,81840.0
18221,5e7b43c0,11,7460.0,678.1818181818181,110.0,1370.0
18222,5e7c9af0,2,815.0,407.5,165.0,650.0
18223,5e7ca5d6,3,855.0,285.0,85.0,560.0
18224,5e7d162c,2,5476.0,2738.0,2588.0,2888.0
18225,5e7e25bf,1,278.0,278.0,278.0,278.0
18226,5e7f2e99,1,899.0,899.0,899.0,899.0
18227,5e7fba9b,4,1930.0,482.5,360.0,620.0
18228,5e82313d,37,57148.4,1544.5513513513513,100.0,7693.0
18229,5e82fa27,2,2440.0,1220.0,1220.0,1220.0
18230,5e837456,3,5274.0,1758.0,1062.0,3042.0
18231,5e83bfc0,6,20988.0,3498.0,200.0,9998.0
18232,5e84155f,16,7055.0,440.9375,140.0,1930.0
18233,5e85037e,1,2184.0,2184.0,2184.0,2184.0
18234,5e89c026,3,2760.0,920.0,320.0,1640.0
18235,5e8a0327,6,5185.0,864.1666666666666,345.0,1280.0
18236,5e8c12ae,2,1090.0,545.0,320.0,770.0
18237,5e8db2ee,10,3199.0,319.9,149.0,891.0
18238,5e8e44bc,2,1000.0,500.0,470.0,530.0
18239,5e8ea833,4,2291.0,572.75,94.0,1320.0
